,"IC50, mM",MaxEStateIndex,MinAbsEStateIndex,MinEStateIndex,qed,SPS,MaxPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,FpDensityMorgan3,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,Chi1n,Chi2v,Chi4v,Ipc,Kappa3,PEOE_VSA13,PEOE_VSA14,PEOE_VSA3,PEOE_VSA4,PEOE_VSA6,PEOE_VSA7,SMR_VSA1,SMR_VSA10,SMR_VSA4,SMR_VSA5,SMR_VSA6,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA7,SlogP_VSA8,EState_VSA1,EState_VSA10,EState_VSA4,EState_VSA5,EState_VSA8,EState_VSA9,VSA_EState1,VSA_EState3,VSA_EState4,VSA_EState5,VSA_EState7,VSA_EState8,VSA_EState9,FractionCSP3,NHOHCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAliphaticRings,NumAromaticHeterocycles,NumHeteroatoms,NumRotatableBonds,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_Ar_COO,fr_Ar_OH,fr_C_O,fr_C_S,fr_Imine,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_Nhpyrrole,fr_alkyl_carbamate,fr_alkyl_halide,fr_amidine,fr_aniline,fr_benzene,fr_bicyclic,fr_ester,fr_furan,fr_halogen,fr_hdrzine,fr_imidazole,fr_lactone,fr_nitro,fr_piperdine,fr_priamide,fr_pyridine,fr_quatN,fr_sulfide,fr_tetrazole,fr_thiazole,fr_unbrch_alkane
147,1018.966360523885,10.81805839002268,0.02989040060468673,-0.8033796296296294,0.7829587851894887,41.15,0.1012903310646601,0.3896602217263575,1.4,2.15,2.8,9.706539002581756,2.495743680240876,-2.488449163962248,2.471726095555587,-2.545054928650506,-0.2053703066845479,2.792938920605673,1.929186096566457,531.5792221109715,7.164710548874547,7.301369212746712,4.42058556529734,40447.34144821136,2.245992978049979,0.0,0.0,0.0,0.0,6.076020106833881,49.77501908269167,14.94991774348146,11.33678587793474,5.917906046161393,57.52580481915248,0.0,0.0,0.0,0.0,11.33678587793474,4.736862953800049,12.84164324585202,43.23368271837987,0.0,0.0,11.70501719873199,10.21305478968141,11.99392615299528,10.4405986853983,18.37016703861815,4.736862953800049,6.193449074074074,23.25961758314437,1.347004440665156,-0.02989040060468673,2.358332860922145,5.876739417989418,0.0,0.625,2,1,1,2,1,4,1,0,1,1,3,2.964620000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
148,315.8795717624042,10.79646919879063,0.0291581632653064,-0.8019264928193497,0.7829587851894887,41.15,0.1012903290161786,0.3896602232962874,1.35,2.1,2.75,9.707690370232365,2.494053049617015,-2.48715281311727,2.468136447581203,-2.544493367554459,-0.2052770484513888,2.797689459386727,1.904455842395352,531.5792221109715,7.171807568305775,7.653704947310437,4.29682902024056,39763.56028626355,2.348489879967157,0.0,0.0,0.0,0.0,6.076020106833881,44.89787188899037,14.94991774348146,11.33678587793474,5.917906046161393,57.52580481915248,0.0,0.0,0.0,0.0,11.33678587793474,4.736862953800049,12.84164324585202,42.54737842038416,0.0,0.0,11.70501719873199,10.21305478968141,16.87107334669658,4.877147193701299,19.05647133661384,4.736862953800049,6.167615740740741,21.17045839632149,0.147203273284623,-0.0291581632653064,2.356263673679347,5.8750094744688,0.0,0.625,2,1,1,2,1,4,1,0,1,1,3,2.964620000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
149,101.8966360523885,10.79646919879063,0.0291581632653064,-0.8019264928193497,0.7829587851894887,41.15,0.1012903290161786,0.3896602232962874,1.35,2.1,2.75,9.707690370232365,2.494053049617015,-2.48715281311727,2.468136447581203,-2.544493367554459,-0.2052770484513888,2.797689459386727,1.904455842395352,531.5792221109715,7.171807568305775,7.653704947310437,4.29682902024056,39763.56028626355,2.348489879967157,0.0,0.0,0.0,0.0,6.076020106833881,44.89787188899037,14.94991774348146,11.33678587793474,5.917906046161393,57.52580481915248,0.0,0.0,0.0,0.0,11.33678587793474,4.736862953800049,12.84164324585202,42.54737842038416,0.0,0.0,11.70501719873199,10.21305478968141,16.87107334669658,4.877147193701299,19.05647133661384,4.736862953800049,6.167615740740741,21.17045839632149,0.147203273284623,-0.0291581632653064,2.356263673679347,5.8750094744688,0.0,0.625,2,1,1,2,1,4,1,0,1,1,3,2.964620000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,83.49800996409586,10.78475044879063,0.04087691326530618,-0.8172326152683294,0.7558101666769433,41.15,0.1012903290384468,0.3896602232792207,1.5,2.25,2.9,9.707698452118205,2.494264677949543,-2.487061559838982,2.470395852963618,-2.544496330383543,-0.2052825774314327,2.797689459386727,1.904455842395352,536.9758631768439,6.847709721235454,7.911588869423627,4.734094069963368,39763.56028626355,2.503125,0.0,0.0,0.0,0.0,6.076020106833881,47.83771151878749,14.94991774348146,27.26672977588409,5.917906046161393,50.60206761946186,0.0,0.0,0.0,0.0,27.26672977588409,4.736862953800049,5.917906046161393,37.67023122668287,0.0,0.0,11.70501719873199,10.21305478968141,21.34379286252899,0.0,15.92994389794935,4.736862953800049,7.177463283152767,23.16530167391031,0.1226378915763841,-0.04087691326530618,2.261646208637774,3.786066402641303,0.0,0.6,2,1,1,2,1,5,1,0,1,1,3,3.418700000000003,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
151,212.3632720086838,10.78475044879063,0.0408769132653064,-0.8172326152683298,0.7558101666769435,41.15,0.101290329038878,0.3896602232788902,1.45,2.2,2.85,9.707702568349154,2.494264642056783,-2.487062829056812,2.472058771121191,-2.544485595439233,-0.2052767796616382,2.797689459386727,1.904455842395352,536.9758631768439,6.860789804810389,8.52227967513958,4.71797078882036,39763.56028626355,2.503125,0.0,0.0,0.0,0.0,6.076020106833881,53.9040785872491,14.94991774348146,27.26672977588409,5.917906046161393,50.60206761946186,0.0,0.0,0.0,0.0,27.26672977588409,4.736862953800049,5.917906046161393,37.67023122668287,0.0,0.0,11.70501719873199,10.21305478968141,20.6574885645333,0.0,15.92994389794935,4.736862953800049,7.200611431300915,21.14948038706223,0.1226378915763836,-0.0408769132653064,2.261646208637774,3.786066402641303,0.0,0.6,2,1,1,2,1,5,1,0,1,1,3,3.418700000000002,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
152,188.9941233525418,10.84065098261527,0.0847685185185183,-0.579212962962963,0.8398539108096938,42.94736842105263,0.09502124345830136,0.3896743399127838,1.421052631578947,2.210526315789474,2.894736842105263,9.68676872766955,2.476258687192223,-2.490722513768976,2.483608932377258,-2.51010030997966,-0.1965919023110115,2.732914555097205,1.849628773860564,451.3563396105945,7.389674906721779,7.664748880174772,4.808466646590115,26011.8807354152,2.481783034576815,0.0,0.0,0.0,0.0,13.34455882261663,49.61690502201918,9.843390348640755,11.33678587793474,11.83581209232279,64.26348167725621,0.0,0.0,0.0,0.0,11.33678587793474,4.736862953800049,18.75954929201341,56.07532596423189,0.0,0.0,5.601050810983688,5.106527394840706,25.18037091493942,16.86142030832431,25.29390423830877,4.736862953800049,6.372013888888889,12.96398911879567,0.7199610260770977,1.042084278155706,4.490578231292517,6.451293304358781,0.0,0.75,1,1,1,2,1,3,1,1,1,2,3,4.073720000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
153,517.0593940777086,10.81906179138322,0.08356481481481448,-0.5777598261526833,0.8398539108096938,42.94736842105263,0.09476555937512435,0.3896743414824708,1.368421052631579,2.157894736842105,2.842105263157895,9.687679808698599,2.474375275341436,-2.489463077861874,2.480437747344026,-2.50941137451488,-0.1964974140074483,2.738417619330634,1.824854781708557,451.3563396105945,7.396771926153007,8.017084614738497,4.684710101533335,25585.03581740611,2.605482286984048,0.0,0.0,0.0,0.0,13.34455882261663,44.73975782831788,9.843390348640755,11.33678587793474,11.83581209232279,64.26348167725621,0.0,0.0,0.0,0.0,11.33678587793474,4.736862953800049,18.75954929201341,55.38902166623619,0.0,0.0,5.601050810983688,5.106527394840706,25.18037091493942,16.17511601032861,25.98020853630447,4.736862953800049,6.346180555555556,10.81906179138322,-0.5777598261526833,1.043408341731754,4.48888468967834,6.434977324263038,0.0,0.75,1,1,1,2,1,3,1,1,1,2,3,4.073720000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
154,86.87946343243384,10.80734304138322,0.05356481481481445,-0.5930659486016627,0.8104397254821605,42.94736842105263,0.09479662348043744,0.3896743414654071,1.473684210526316,2.263157894736842,2.947368421052631,9.687685529772681,2.474613748557377,-2.489373810625191,2.482347119521386,-2.50941545447982,-0.196503085150781,2.738417619330634,1.824854781708557,456.7529806764668,7.072674079082685,8.274968536851688,5.121975151256145,25585.03581740611,2.777452773781827,0.0,0.0,0.0,0.0,13.34455882261663,47.679597458115,9.843390348640755,27.26672977588409,11.83581209232279,57.33974447756559,0.0,0.0,0.0,0.0,27.26672977588409,4.736862953800049,11.83581209232279,50.5118744725349,0.0,0.0,5.601050810983688,5.106527394840706,23.73518438461044,11.29796881662731,34.3001109365675,4.736862953800049,7.431716243596203,12.89364414052658,-0.5930659486016627,1.022430332472495,4.394267224636767,4.290140476715377,0.0,0.7333333333333333,1,1,1,2,1,4,1,1,1,2,3,4.527800000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
155,10.13593740045062,10.80734304138322,0.05356481481481445,-0.5930659486016627,0.8104397254821605,42.94736842105263,0.0947977297697977,0.3896743414650767,1.421052631578947,2.210526315789474,2.894736842105263,9.687688806803745,2.474613627509882,-2.489375082353615,2.483750942435206,-2.509401591426808,-0.1964969300656692,2.738417619330634,1.824854781708557,456.7529806764668,7.085754162657621,8.88565934256764,5.105851870113137,25585.03581740611,2.777452773781827,0.0,0.0,0.0,0.0,13.34455882261663,53.74596452657661,9.843390348640755,27.26672977588409,11.83581209232279,57.33974447756559,0.0,0.0,0.0,0.0,27.26672977588409,4.736862953800049,11.83581209232279,50.5118744725349,0.0,0.0,5.601050810983688,5.106527394840706,23.04888008661475,11.29796881662731,34.9864152345632,4.736862953800049,7.454864391744351,10.80734304138322,-0.5930659486016627,1.022430332472495,4.394267224636767,4.290140476715377,0.0,0.7333333333333333,1,1,1,2,1,4,1,1,1,2,3,4.527800000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
156,24.61584797252292,10.80734304138322,0.05356481481481445,-0.5930659486016627,0.8104397254821605,42.94736842105263,0.0947977297697977,0.3896743414650767,1.421052631578947,2.210526315789474,2.894736842105263,9.687688806803745,2.474613627509882,-2.489375082353615,2.483750942435206,-2.509401591426808,-0.1964969300656692,2.738417619330634,1.824854781708557,456.7529806764668,7.085754162657621,8.88565934256764,5.105851870113137,25585.03581740611,2.777452773781827,0.0,0.0,0.0,0.0,13.34455882261663,53.74596452657661,9.843390348640755,27.26672977588409,11.83581209232279,57.33974447756559,0.0,0.0,0.0,0.0,27.26672977588409,4.736862953800049,11.83581209232279,50.5118744725349,0.0,0.0,5.601050810983688,5.106527394840706,23.04888008661475,11.29796881662731,34.9864152345632,4.736862953800049,7.454864391744351,10.80734304138322,-0.5930659486016627,1.022430332472495,4.394267224636767,4.290140476715377,0.0,0.7333333333333333,1,1,1,2,1,4,1,1,1,2,3,4.527800000000004,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
158,7.71597496166125,4.879652777777778,0.4220318405139832,0.4220318405139832,0.618484164520722,40.26666666666667,0.03883353583772162,0.2935256972403468,1.333333333333333,2.066666666666667,2.533333333333333,9.700546847799586,2.590487460055777,-2.34251965008463,2.634474543822333,-2.321770740213061,0.1935173958920328,2.505803700706179,2.149719001432693,277.0632877427204,6.559219841662451,6.175485371090717,3.539657051846527,2884.180059512812,1.463201063010311,0.0,0.0,0.0,0.0,34.11577042168851,37.01618300726221,0.0,5.711685002770702,21.74029171759062,59.79905691339255,6.544756405912575,0.0,0.0,0.0,0.0,0.0,16.74788698495495,59.79905691339255,0.0,0.0,0.0,0.0,12.46266245207397,37.81579311740074,27.6949487987625,4.992404732635669,0.0,0.0,2.45916938303099,0.9054412320483747,6.6013174760645,10.65441913107836,0.0,0.9285714285714286,0,2,0,2,0,1,3,2,0,2,2,4.073700000000003,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
159,31.04127972849227,8.813828420256991,0.2180527210884349,0.2180527210884349,0.7132186440902051,44.5,0.06264156064604717,0.3944520014385932,1.0,1.571428571428571,2.071428571428572,9.55191396133509,2.453058000253007,-2.5009787658242,2.517448037253259,-2.4522764868054,0.1078733541622454,2.154697881720214,1.806601612797195,229.0473440169799,6.015895503611911,5.334601994586014,4.104296293567137,2676.134769096505,1.313553784275965,0.0,0.0,0.0,0.0,0.0,55.77573229927562,5.106527394840706,5.711685002770702,28.66402891728124,32.10410811463005,13.15163837042549,0.0,0.0,0.0,0.0,0.0,23.67162418464557,32.10410811463005,0.0,0.0,0.0,0.0,23.67162418464557,37.81579311740074,4.992404732635669,5.106527394840706,0.0,8.813828420256991,1.47800925925926,3.645141723356009,7.10052343159486,0.854626795162509,0.0,0.9166666666666666,1,4,0,4,0,2,2,4,0,4,4,1.8758,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
161,13.49177170573097,12.48303949357521,0.009375000000000133,0.009375000000000133,0.5525785427200889,34.19047619047619,0.3615800719411549,0.4576023961180316,1.142857142857143,1.714285714285714,2.095238095238095,9.697369131489436,2.625034796171544,-2.393111991762249,2.657329627951746,-2.517077719363415,-0.9159730709666035,2.779618252600543,2.019189952289218,391.7578443676144,8.789383880254135,8.037395097331165,4.784503430063318,43150.79375337083,2.516741651942862,0.0,5.969305287951849,4.794537184071822,0.0,20.77121159907187,51.36657298340807,14.0144309955665,5.969305287951849,16.74788698495495,66.90885445467008,26.1790256236503,0.0,0.0,0.0,0.0,9.53140013787187,16.74788698495495,60.80488806692176,0.0,0.0,0.0,4.794537184071822,36.45602774451975,12.84164324585202,41.54242319814374,4.736862953800049,6.83269746787604,0.0,0.4839205404383974,0.7344420036533131,3.708130905139833,17.09110292265054,0.0,0.9444444444444444,0,2,0,2,0,3,6,2,0,2,2,3.620900000000002,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
162,13.31215222002325,5.392647156084656,0.231597222222222,0.231597222222222,0.530067949222228,39.66666666666666,0.1838005047369225,0.3748962098255824,1.533333333333333,2.2,2.6,9.701304961717462,2.594458231281069,-2.339285987208824,2.63354984789147,-2.346101839267879,0.1934402549411146,2.457132641531177,2.257721825294007,334.724735504612,5.502291372035789,5.967895273227603,3.2657348200061,2427.647049832803,1.378918531561598,0.0,0.0,0.0,5.101407525739723,20.77121159907187,42.81323482738289,0.0,23.04199533054216,27.58296198785686,40.0336764678499,0.0,0.0,11.15945887427257,0.0,12.2178734430467,0.0,16.74788698495495,40.0336764678499,0.0,0.0,0.0,0.0,12.3387276690874,18.55332824862272,31.29841052192198,17.95154092020888,0.0,4.629402399848829,9.968339238473167,0.7725888133030989,3.663906840513983,7.029747732426304,0.0,0.8181818181818182,3,2,0,2,0,4,1,2,0,2,2,2.0218,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
163,14.33390350416161,10.63196641156463,0.1390046296296295,-0.5771485260770965,0.6358013529233372,39.66666666666666,0.3320634554849435,0.350175034664864,1.533333333333333,2.2,2.6,9.701302813316337,2.594644869793689,-2.338759229147481,2.633541639134077,-2.346723540848206,0.1932708923857328,2.457132641531177,2.257721825294007,334.724735504612,5.502291372035789,5.528068867600155,3.220091273547335,2427.647049832803,1.268595361284977,0.0,6.031114512338072,10.22032858118221,5.101407525739723,20.77121159907187,30.5953613843362,4.794537184071822,11.74279951510877,27.58296198785686,40.0336764678499,0.0,0.0,11.15945887427257,4.794537184071822,0.0,0.0,16.74788698495495,40.0336764678499,0.0,0.0,6.031114512338072,4.794537184071822,12.13250662569671,12.84164324585202,31.29841052192198,5.733667477162185,0.0,4.164884259259259,8.933645360922148,0.7045616024187452,3.451203703703704,6.857553854875283,0.0,0.8181818181818182,3,2,0,2,0,4,1,2,0,2,2,1.8569,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
164,30.77737934193668,11.62660895376669,0.06139786470143616,-0.1566987906273625,0.7751734820937655,49.55,0.2166066434283505,0.3925620508574404,1.2,1.9,2.55,9.485137079752837,2.643023547110889,-2.577558597777434,2.680524509566343,-2.567517780791521,-0.1313521289818692,2.514164803085546,1.982858827096582,432.7059411874808,8.148210532311117,8.655519035774326,6.046877083427387,26049.26152476934,1.850097335431647,0.0,0.0,0.0,0.0,20.77121159907187,60.68780719190779,9.901064578912528,5.907179729351506,22.16287745435173,78.36568575321483,0.0,0.0,5.316788604006331,0.0,0.0,4.794537184071822,22.16287745435173,66.21987853631856,0.0,0.0,0.0,9.901064578912528,32.10410811463005,6.42082162292601,26.0880002030782,0.0,0.0,13.66164588057445,0.5873294595616023,0.783933767951625,6.328466080876795,8.630418635046611,0.0,0.9411764705882353,2,3,0,3,0,3,1,3,0,3,3,2.868500000000002,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
165,1.431506015904032,11.62660895376669,0.06139786470143616,-0.1566987906273625,0.7751734820937655,49.55,0.2166066434283505,0.3925620508574404,1.2,1.9,2.55,9.485137079752837,2.643023547110889,-2.577558597777434,2.680524509566343,-2.567517780791521,-0.1313521289818692,2.514164803085546,1.982858827096582,432.7059411874808,8.148210532311117,8.655519035774326,6.046877083427387,26049.26152476934,1.850097335431647,0.0,0.0,0.0,0.0,20.77121159907187,60.68780719190779,9.901064578912528,5.907179729351506,22.16287745435173,78.36568575321483,0.0,0.0,5.316788604006331,0.0,0.0,4.794537184071822,22.16287745435173,66.21987853631856,0.0,0.0,0.0,9.901064578912528,32.10410811463005,6.42082162292601,26.0880002030782,0.0,0.0,13.66164588057445,0.5873294595616023,0.783933767951625,6.328466080876795,8.630418635046611,0.0,0.9411764705882353,2,3,0,3,0,3,1,3,0,3,3,2.868500000000002,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
166,6.453400752390604,11.74998818972033,0.1205555555555555,0.1205555555555555,0.7635716094318833,47.57894736842105,0.2168097873082888,0.350600157661456,1.105263157894737,1.842105263157895,2.473684210526316,9.480439531297748,2.603143549214626,-2.596908393504431,2.6414777057047,-2.632868898188516,-0.1283223059966994,2.302256663564652,1.951432682058583,402.0662454758849,8.05262467224226,8.62268234389525,5.769732257892113,13157.39683227199,2.02219775529234,0.0,0.0,0.0,0.0,27.19203322199788,61.1907227686724,4.794537184071822,5.907179729351506,22.66579303111635,78.17962541162791,0.0,0.0,5.316788604006331,0.0,0.0,4.794537184071822,22.66579303111635,72.64070015924457,0.0,0.0,0.0,4.794537184071822,11.83581209232279,44.94575136048208,26.0880002030782,0.0,0.0,3.422060185185185,1.076999716553288,1.724450113378684,9.104498771730915,9.005336356764928,0.0,0.9411764705882353,1,3,0,3,0,2,1,3,0,3,3,3.897700000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,0.3796118089641533,11.91007605820106,0.03819444444444442,0.03819444444444442,0.7635716094318833,50.89473684210526,0.2168388527132997,0.3497775535248525,1.105263157894737,1.789473684210526,2.421052631578947,9.448892521166858,2.729894867581957,-2.634012632161125,2.741993280881136,-2.691164289902221,-0.1378549324983164,2.317446189734216,2.175522220593004,428.9780020451615,7.957489657851791,8.67481568238579,6.66690895140074,13427.28322332005,1.409155051520554,0.0,0.0,0.0,0.0,34.11577042168851,54.26698556898177,4.794537184071822,5.907179729351506,22.16287745435173,78.68254098839253,0.0,0.0,5.316788604006331,0.0,0.0,4.794537184071822,22.16287745435173,73.14361573600918,0.0,0.0,0.0,4.794537184071822,12.3387276690874,32.10410811463005,33.01173740276883,0.0,0.0,3.486319444444445,0.9991666666666664,0.9286342592592589,7.70744000377929,11.46836356764928,0.0,0.9411764705882353,1,3,0,3,0,2,1,3,0,3,3,3.897700000000003,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,26.09773602140014,6.129791666666667,0.4421296296296297,0.4421296296296297,0.5667648560068778,53.45454545454545,0.0100925077472905,0.3271645812830433,1.272727272727273,1.909090909090909,2.090909090909091,9.692571742513481,2.594638266470415,-2.37021416807029,2.641720338796891,-2.402413769468733,0.1360929730452695,2.198801360387112,2.396254979141823,185.3117986128446,4.738981864507823,5.216948661844213,3.265734699905923,358.4046217430992,0.6583905214029607,0.0,0.0,0.0,0.0,20.77121159907187,36.01035185373298,0.0,0.0,22.48155446211714,46.07551729699786,0.0,0.0,5.733667477162185,0.0,0.0,0.0,16.74788698495495,40.0336764678499,0.0,0.0,0.0,0.0,5.917906046161393,19.26246486877803,20.77121159907187,5.733667477162185,0.0,0.0,7.078287037037037,0.9050925925925923,4.03425925925926,7.180277777777778,0.0,1.0,2,2,0,2,0,1,0,2,0,2,2,2.1599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,26.09773602140014,6.129791666666667,0.4421296296296297,0.4421296296296297,0.5667648560068778,53.45454545454545,0.0100925077472905,0.3271645812830433,1.272727272727273,1.909090909090909,2.090909090909091,9.692571742513481,2.594638266470415,-2.37021416807029,2.641720338796891,-2.402413769468733,0.1360929730452695,2.198801360387112,2.396254979141823,185.3117986128446,4.738981864507823,5.216948661844213,3.265734699905923,358.4046217430992,0.6583905214029607,0.0,0.0,0.0,0.0,20.77121159907187,36.01035185373298,0.0,0.0,22.48155446211714,46.07551729699786,0.0,0.0,5.733667477162185,0.0,0.0,0.0,16.74788698495495,40.0336764678499,0.0,0.0,0.0,0.0,5.917906046161393,19.26246486877803,20.77121159907187,5.733667477162185,0.0,0.0,7.078287037037037,0.9050925925925923,4.03425925925926,7.180277777777778,0.0,1.0,2,2,0,2,0,1,0,2,0,2,2,2.1599,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,20.64096366837558,14.48856922268448,0.1134643501135861,-0.2745872307256236,0.3812693476253522,42.23809523809524,0.2241346956361294,0.3525134784764326,0.5952380952380952,0.9523809523809523,1.238095238095238,9.513496336595317,2.650081134403846,-2.520518655365489,2.670090985917739,-2.598867874211158,-0.1423120443165871,3.458869791222253,1.215976163749731,1254.477933766553,16.60629669876097,16.26776046673856,10.96009525065199,2994702581.274476,3.716238833502032,0.0,0.0,0.0,0.0,102.2060938827598,83.14760669085997,9.589074368143644,11.81435945870301,45.33158606223268,103.9868466863185,0.0,0.0,10.63357720801266,0.0,0.0,9.589074368143644,45.33158606223268,103.0300680114166,0.0,0.0,0.0,9.589074368143644,23.96854622924601,25.68328649170404,76.44146868000284,0.0,0.0,7.217197590468695,2.891379875071115,0.7461689737051174,7.001405171903285,14.38456175013243,0.0,0.631578947368421,2,5,0,5,0,4,6,5,0,5,7,7.462000000000008,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
171,11.33936839718028,5.38275462962963,0.1197916666666665,0.1197916666666665,0.6518705272097799,29.5,0.09985880185614507,0.2806295097700339,0.875,1.416666666666667,1.833333333333333,9.699488957512933,2.593490654117969,-2.348907408031609,2.638719461204261,-2.324396099855424,0.1934207140636291,2.942286323630805,1.791247006712237,704.6196576531399,9.192801658441773,8.293214406703115,4.89168213412154,477121.1502399714,2.251692723534908,0.0,0.0,0.0,0.0,81.43488228368797,41.72226436773019,0.0,5.711685002770702,21.74029171759062,46.07551729699786,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,57.20242028039185,0.0,0.0,0.0,0.0,5.917906046161393,36.10105285494272,81.43488228368797,4.992404732635669,0.0,0.0,4.671928618669691,0.7994876963130929,3.836634070294785,7.353507180650038,0.0,0.4347826086956522,0,2,0,2,0,1,3,2,0,2,4,6.063200000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
172,11.33936839718028,5.38275462962963,0.1197916666666665,0.1197916666666665,0.6518705272097799,29.5,0.09985880185614507,0.2806295097700339,0.875,1.416666666666667,1.833333333333333,9.699488957512933,2.593490654117969,-2.348907408031609,2.638719461204261,-2.324396099855424,0.1934207140636291,2.942286323630805,1.791247006712237,704.6196576531399,9.192801658441773,8.293214406703115,4.89168213412154,477121.1502399714,2.251692723534908,0.0,0.0,0.0,0.0,81.43488228368797,41.72226436773019,0.0,5.711685002770702,21.74029171759062,46.07551729699786,0.0,0.0,0.0,0.0,0.0,0.0,16.74788698495495,57.20242028039185,0.0,0.0,0.0,0.0,5.917906046161393,36.10105285494272,81.43488228368797,4.992404732635669,0.0,0.0,4.671928618669691,0.7994876963130929,3.836634070294785,7.353507180650038,0.0,0.4347826086956522,0,2,0,2,0,1,3,2,0,2,4,6.063200000000005,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
173,28.88181971968131,4.71124149659864,0.4434271069538926,0.4434271069538926,0.8405798812348474,26.83333333333333,0.1070222782038649,0.3419703343333477,1.277777777777778,2.055555555555555,2.722222222222222,9.7474018567793,2.399562095086281,-2.303504032804536,2.476941132192156,-2.247456483951361,0.1951035324471693,2.847895645710663,1.843539845117218,519.9772317349988,7.007562665053698,6.401459049305666,3.298386036579589,19664.71943363213,1.839209631722179,0.0,0.0,4.983978520947209,0.0,32.90394573599509,42.2251799444948,0.0,11.03340143523252,17.25080256171957,40.0336764678499,0.0,0.0,0.0,0.0,0.0,6.42082162292601,17.25080256171957,39.43725934292382,0.0,11.03340143523252,0.0,0.0,35.11443964848124,12.84164324585202,50.02065839386552,4.983978520947209,0.0,0.0,2.700559571050642,2.739181101452926,3.786832325522802,7.216876417233561,0.0,0.5625,1,1,0,1,1,2,2,1,0,1,3,4.177700000000003,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
