,SI,MaxEStateIndex,MinEStateIndex,qed,SPS,HeavyAtomMolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,HallKierAlpha,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_piperdine,fr_priamide,fr_quatN,fr_sulfide,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane
753,1.38371811185845,12.75322933727436,-0.5534689644720756,0.4090545989913931,52.42424242424242,408.3270000000002,0.3097423589046214,-0.4808055715466685,0.4808055715466685,0.8787878787878788,1.545454545454545,16.36827436041983,9.333034939795006,2.687049447814945,-2.707615569349333,2.752654788872196,-2.646413367157831,-0.2050813699173959,2.707833799353836,1.597821355535167,884.9726007761026,-0.8300000000000001,6.890065397232967,10.21305478968141,0.0,0.0,0.0,0.0,5.969305287951849,4.794537184071822,0.0,0.0,0.0,11.51895685714508,15.00759197375323,5.969305287951849,0.0,50.24366095486485,118.7783430148428,11.64912463690315,0.0,0.0,0.0,0.0,0.0,4.794537184071822,50.24366095486485,112.6743766270945,0.0,57.53,11.38429575734863,15.00759197375323,0.0,11.83581209232279,18.41474777592128,0.0,0.0,54.54218050466824,0.0,0.0,12.75322933727436,21.3721973922279,0.8066957517307002,0.0,12.61296184059462,16.94572899638946,0.9,2,3,5,0,0,0,2,3,4,0,4,5,7.233600000000009,1,1,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
754,4.255169503446336,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
755,0.01148926945588554,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
756,0.06370192307692307,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
757,20.59922178988327,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
758,34.94389438943895,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
759,13.73281452658885,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
760,1.320858283433134,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
761,19.22832443427409,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
762,166.2087912087912,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
763,4.4375,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
764,4.425334706488155,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
765,34.46787878787879,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
766,71.44723618090451,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
767,99.7719298245614,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
768,99.7719298245614,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
769,99.7719298245614,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
770,99.7719298245614,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
772,499.9999999999999,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
774,557.5686274509803,11.28411170949861,-0.9862296863189719,0.6695904372983081,26.25,260.164,0.3308900501168329,-0.4778802681950514,0.4778802681950514,1.5,2.1,16.49971048481191,9.879498109589031,2.348507340091193,-2.359187954677532,2.227784259044737,-2.565860418402622,-0.1328675397521064,2.379884939849065,2.957814811992597,390.6351420454832,-1.4,7.40029296875,20.89384642980927,0.0,0.0,5.907179729351506,0.0,5.969305287951849,4.794537184071822,0.0,0.0,18.53868255890785,18.24977360464457,19.4324647167844,11.87648501730336,5.316788604006331,5.733667477162185,64.32529090164242,11.64912463690315,0.0,11.05045608116852,0.0,0.0,0.0,14.32593732194369,0.0,40.0336764678499,0.0,101.65,24.15695333399607,9.589074368143644,0.0,0.0,6.923737199690624,6.076020106833881,13.84747439938125,5.316788604006331,5.91962962962963,0.0,22.41657155454774,11.89188051146385,-1.184589002267573,-0.8559608843537421,2.968546390778533,5.426225277147896,0.7142857142857143,4,6,1,0,0,0,4,6,0,0,0,1,0.8069000000000004,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
775,4.545247148288974,6.191527777777778,0.4452777777777774,0.657471607480536,55.38461538461539,158.139,0.006728513062846469,-0.3274396166071241,0.3274396166071241,1.0,1.384615384615385,14.71715798241228,9.477838156525106,2.516653967836344,-2.580818336258048,2.603244566327613,-2.529163585182835,-0.0637290337361754,2.001544835963606,1.911265472660675,183.8801538466516,-0.04,2.502526358622189,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.041840829147961,0.0,0.0,0.0,0.0,28.90237608504314,51.49050776639466,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,23.16870860788096,45.44866693724668,0.0,26.02,0.0,0.0,0.0,11.45683129854474,38.52492973755606,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,3.159027777777777,0.4452777777777774,8.966180555555557,2.243194444444445,1.0,2,1,4,0,0,0,1,1,4,0,4,4,2.550000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
776,17.85600477992432,6.191527777777778,0.4452777777777774,0.657471607480536,55.38461538461539,158.139,0.006728513062846469,-0.3274396166071241,0.3274396166071241,1.0,1.384615384615385,14.71715798241228,9.477838156525106,2.516653967836344,-2.580818336258048,2.603244566327613,-2.529163585182835,-0.0637290337361754,2.001544835963606,1.911265472660675,183.8801538466516,-0.04,2.502526358622189,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.041840829147961,0.0,0.0,0.0,0.0,28.90237608504314,51.49050776639466,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,23.16870860788096,45.44866693724668,0.0,26.02,0.0,0.0,0.0,11.45683129854474,38.52492973755606,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,3.159027777777777,0.4452777777777774,8.966180555555557,2.243194444444445,1.0,2,1,4,0,0,0,1,1,4,0,4,4,2.550000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
777,8.853373231773666,6.191527777777778,0.4452777777777774,0.657471607480536,55.38461538461539,158.139,0.006728513062846469,-0.3274396166071241,0.3274396166071241,1.0,1.384615384615385,14.71715798241228,9.477838156525106,2.516653967836344,-2.580818336258048,2.603244566327613,-2.529163585182835,-0.0637290337361754,2.001544835963606,1.911265472660675,183.8801538466516,-0.04,2.502526358622189,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.041840829147961,0.0,0.0,0.0,0.0,28.90237608504314,51.49050776639466,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,23.16870860788096,45.44866693724668,0.0,26.02,0.0,0.0,0.0,11.45683129854474,38.52492973755606,0.0,0.0,6.923737199690624,0.0,0.0,0.0,0.0,3.159027777777777,0.4452777777777774,8.966180555555557,2.243194444444445,1.0,2,1,4,0,0,0,1,1,4,0,4,4,2.550000000000001,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
