,SI,MaxEStateIndex,MinEStateIndex,qed,SPS,HeavyAtomMolWt,MaxPartialCharge,MinPartialCharge,MaxAbsPartialCharge,FpDensityMorgan1,FpDensityMorgan2,BCUT2D_MWHI,BCUT2D_MWLOW,BCUT2D_CHGHI,BCUT2D_CHGLO,BCUT2D_LOGPHI,BCUT2D_LOGPLOW,BCUT2D_MRLOW,AvgIpc,BalabanJ,BertzCT,HallKierAlpha,Kappa2,PEOE_VSA1,PEOE_VSA10,PEOE_VSA11,PEOE_VSA12,PEOE_VSA13,PEOE_VSA14,PEOE_VSA2,PEOE_VSA4,PEOE_VSA5,PEOE_VSA8,PEOE_VSA9,SMR_VSA1,SMR_VSA10,SMR_VSA3,SMR_VSA4,SMR_VSA5,SMR_VSA7,SMR_VSA9,SlogP_VSA1,SlogP_VSA10,SlogP_VSA11,SlogP_VSA12,SlogP_VSA3,SlogP_VSA4,SlogP_VSA5,SlogP_VSA8,TPSA,EState_VSA1,EState_VSA10,EState_VSA11,EState_VSA3,EState_VSA5,EState_VSA6,EState_VSA7,EState_VSA8,VSA_EState1,VSA_EState10,VSA_EState2,VSA_EState3,VSA_EState5,VSA_EState6,VSA_EState7,VSA_EState8,FractionCSP3,NHOHCount,NOCount,NumAliphaticCarbocycles,NumAliphaticHeterocycles,NumAromaticHeterocycles,NumAromaticRings,NumHAcceptors,NumHeteroatoms,NumSaturatedCarbocycles,NumSaturatedHeterocycles,NumSaturatedRings,RingCount,MolLogP,fr_Al_COO,fr_Al_OH,fr_Al_OH_noTert,fr_ArN,fr_Ar_N,fr_C_O_noCOO,fr_C_S,fr_Imine,fr_NH0,fr_NH1,fr_NH2,fr_Ndealkylation1,fr_Ndealkylation2,fr_alkyl_halide,fr_allylic_oxid,fr_amide,fr_aniline,fr_aryl_methyl,fr_benzene,fr_bicyclic,fr_ester,fr_ether,fr_furan,fr_halogen,fr_hdrzone,fr_imidazole,fr_imide,fr_ketone,fr_ketone_Topliss,fr_lactone,fr_methoxy,fr_morpholine,fr_nitro,fr_para_hydroxylation,fr_piperdine,fr_priamide,fr_quatN,fr_sulfide,fr_sulfonamd,fr_thiazole,fr_unbrch_alkane
0,28.125,5.094096221873098,0.3872247872728121,0.4173618732617801,42.92857142857143,340.3000000000001,0.03884365429851114,-0.2935255147973819,0.2935255147973819,0.6428571428571429,1.035714285714286,14.8222660494387,9.700469635810666,2.600532088113167,-2.343082085132494,2.644697757474545,-2.322229234053284,0.193480759150443,3.150502892205044,1.164037575501787,611.9203005807427,-0.66,6.947534329517691,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,105.7506394274039,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,105.7506394274039,0.0,24.72,0.0,0.0,0.0,21.65996187758712,64.20821622926012,11.4233700055414,0.0,41.54242319814374,0.0,0.0,10.1881924437462,0.0,1.764908477578238,0.0,13.25822336932681,16.98108651648622,0.9230769230769231,0,2,4,0,0,0,2,2,4,0,4,4,7.121200000000009,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
1,7.000000000000001,3.961416712562997,0.5338684970983402,0.4624728071616784,45.21428571428572,340.3000000000001,0.01288657023386288,-0.3134072129990773,0.3134072129990773,0.6071428571428571,1.0,14.97511000634207,9.689226058600022,2.614066470420122,-2.394689647839289,2.658342289949484,-2.444816775724512,0.1203222980173243,3.150502892205044,1.080362063115187,516.7801241234168,-0.08,7.257647928994084,10.63357720801266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08368165829592,0.0,0.0,0.0,10.63357720801266,33.49577396990991,117.8343210856998,0.0,0.0,10.63357720801266,0.0,0.0,0.0,0.0,33.49577396990991,105.7506394274039,0.0,24.06,0.0,0.0,0.0,21.65996187758712,77.29772904108526,0.0,0.0,52.1760004061564,0.0,0.0,0.0,7.922833425125994,1.914376644091859,1.536673841828201,14.13538102269576,17.6705653555792,1.0,2,2,4,0,0,0,2,2,4,0,4,4,6.155600000000006,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
2,0.72,2.627117384182923,0.5432308210510737,0.2609227801240689,42.1875,388.3440000000002,0.09480154751355077,-0.3255733210758452,0.3255733210758452,0.5625,0.90625,15.35393759886982,9.68129265007358,2.665273775695772,-2.4772026580666,2.679014399768647,-2.565224041654418,-0.9229015704343101,3.214947253123124,1.219066029523398,643.6201536047666,-0.08,7.709372924468942,8.966061715389248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.67162418464558,53.36388240082982,8.966061715389248,0.0,0.0,33.49577396990991,117.8343210856998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,105.7506394274039,0.0,0.0,0.0,0.0,0.0,21.65996187758712,86.2637907564745,0.0,0.0,69.73311112885249,2.517629791177771,0.0,0.0,0.0,1.930720384526508,1.738402236889929,14.4916192655274,18.2872161632852,1.0,0,2,4,0,0,0,0,2,4,0,4,4,7.129200000000009,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,3
3,63.23529411764706,5.097360048942529,0.390602645354716,0.3778455055831542,41.86206896551724,352.3110000000001,0.03884364519596072,-0.2935255148336137,0.2935255148336137,0.6206896551724138,1.0,14.82121596989277,9.70049715960851,2.600528653569801,-2.342884614287352,2.644708711275066,-2.322030494033969,0.1935102089478292,3.17926985320412,1.120512909778165,626.6513661249833,-0.66,7.485203794175765,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,35.34286375616011,0.0,0.0,11.4233700055414,0.0,43.48058343518124,112.1714610503299,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,112.1714610503299,0.0,24.72,0.0,0.0,0.0,21.65996187758712,70.62903785218613,11.4233700055414,0.0,41.54242319814374,0.0,0.0,10.19472009788506,0.0,1.769975405362917,0.0,14.69543927282678,17.01201341019265,0.9259259259259259,0,2,4,0,0,0,2,2,4,0,4,4,7.511300000000009,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
4,1.3,5.150509901253949,0.2704760518661459,0.4290384545075999,36.51428571428571,424.3770000000002,0.06289745878380013,-0.2572393015210201,0.2572393015210201,0.6,0.9714285714285714,14.83111152791072,9.70038553581742,2.602485715919116,-2.342009125064716,2.648473252120894,-2.318892629384824,0.193686506552366,3.337073624442143,1.13667806407789,1101.164251546143,-2.22,7.639210919851287,0.0,0.0,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,22.25335094433497,11.37477254936712,0.0,22.79814255490853,0.0,43.48058343518124,86.48817455862581,59.65783953108687,0.0,0.0,11.37477254936712,0.0,0.0,6.42082162292601,33.49577396990991,91.19425591909379,0.0,24.72,0.0,0.0,0.0,10.82998093879356,61.07520272649145,0.0,0.0,90.07335974583661,0.0,0.0,10.3010198025079,0.0,1.605177804776269,17.86905772255992,8.627310798875893,14.6923179140855,0.5757575757575758,0,2,4,0,0,2,2,2,4,0,4,6,9.1148,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
5,2.0,5.758408034812463,0.278082987709212,0.711012171569234,28.6,304.2670000000001,0.06289745878380013,-0.3987285599838353,0.3987285599838353,0.96,1.56,14.82086038684734,9.700404399924688,2.592294942303743,-2.341882516374624,2.637658457192008,-2.31885681161874,0.1937013120396086,2.92051309758689,1.523516049715847,798.9913641424451,-2.09,5.723892704119872,5.733667477162185,0.0,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,16.81406174685105,5.687386274683562,0.0,17.08645755213783,0.0,21.74029171759062,46.4544980907759,59.65783953108687,0.0,5.733667477162185,11.37477254936712,0.0,0.0,6.42082162292601,16.74788698495495,51.16057945124389,0.0,38.38,0.0,0.0,0.0,5.41499046939678,36.10105285494272,0.0,12.13273413692322,57.16941400984153,0.0,0.0,5.068012779568516,0.0,0.8065186492255949,16.87564973555559,4.766280046136041,7.291772414368499,0.4347826086956522,2,2,2,0,0,2,2,2,2,0,2,4,5.778300000000005,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6,0.7700000000000001,2.584471926061785,0.4296494105587354,0.3285394231379137,36.56410256410256,472.4210000000003,0.1321598962435728,-0.2930725743873615,0.2930725743873615,0.5641025641025641,0.8974358974358975,15.36101173216274,9.680919227135966,2.670743012800814,-2.469845058357347,2.682798253750355,-2.570517086924708,0.07359663479233358,3.412805476470516,1.156405779851839,1135.685264139421,-1.64,8.447529983148787,0.0,11.37477254936712,0.0,0.0,0.0,0.0,8.966061715389248,0.0,0.0,23.67162418464558,40.27436958900468,0.0,11.37477254936712,8.966061715389248,33.49577396990991,98.57185621692173,59.65783953108687,0.0,8.966061715389248,11.37477254936712,0.0,0.0,6.42082162292601,33.49577396990991,91.19425591909379,0.0,0.0,0.0,0.0,0.0,33.74364353588304,61.02660527031718,0.0,0.0,118.2640476765454,2.020151197669513,0.0,0.0,0.0,1.766502445743767,20.65063997511389,9.374572387765228,15.32736940690484,0.6756756756756757,0,2,4,0,0,2,0,2,4,0,4,6,8.840800000000005,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0
7,0.82,13.8218795773563,-0.3012595406838834,0.2173322318502264,31.33333333333333,624.5290000000001,0.2257502739547918,-0.3556231179854463,0.3556231179854463,0.6078431372549019,1.0,16.15288237462965,9.49217585385057,2.558257201437969,-2.54270129672399,2.58593262903773,-2.549777983204637,-0.1391007821176213,3.095616828856079,0.9245477374022117,1460.333756810977,-2.62,15.01803007645631,10.63357720801266,0.0,0.0,11.81435945870301,0.0,0.0,9.589074368143644,0.0,0.0,13.08951281182515,10.82998093879356,9.589074368143644,11.81435945870301,10.63357720801266,22.66579303111634,174.3680149725315,69.77891136095164,0.0,10.63357720801266,0.0,0.0,0.0,33.26069855278922,22.66579303111634,184.077099738068,0.0,58.2,0.0,9.589074368143644,0.0,23.67162418464557,46.222352196034,0.0,0.0,102.4216772163073,0.0,0.0,27.6437591547126,6.784550242797004,2.427543794831465,14.36361005320726,16.41501480298867,20.05913061783378,0.7021276595744681,2,4,4,0,0,2,2,4,2,0,2,6,10.83709999999999,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,2,0,2,2,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
9,62.63333333333334,6.135893460779373,0.2392260518661458,0.4399154244159055,36.4,428.3650000000002,0.1270830306641318,-0.4573791779576538,0.4573791779576538,0.6,0.9714285714285714,16.48055297498304,9.700415948571102,2.602517443310568,-2.341981426347941,2.64878228278003,-2.318862773257647,0.193686540716181,3.337073624442143,1.13667806407789,1107.629257484972,-2.419999999999999,7.540774784817459,4.736862953800049,11.49902366656781,0.0,0.0,0.0,0.0,9.984809465271338,0.0,0.0,22.25335094433497,11.37477254936712,4.736862953800049,22.79814255490853,0.0,43.48058343518124,80.0673529356998,48.53093654769288,11.49902366656781,4.736862953800049,11.37477254936712,11.49902366656781,0.0,0.0,33.49577396990991,80.0673529356998,0.0,33.95,0.0,0.0,0.0,10.82998093879356,37.10665649724544,0.0,24.26546827384644,65.80789147199017,6.135893460779373,0.0,10.18990869139679,0.0,3.240723679372919,16.48016883367103,7.523698139305892,14.56293519803611,0.5625,0,3,4,0,0,2,3,3,4,0,4,6,9.3163,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10,7.857142857142859,5.856557841500798,0.2468329877092124,0.701836833957373,28.44,308.255,0.1270830305154059,-0.4573792052231779,0.4573792052231779,0.96,1.56,16.48053625393566,9.700419604583464,2.592316095734774,-2.341842673811976,2.637835331795212,-2.318834796048487,0.1937010586340334,2.92051309758689,1.523516049715847,804.925793521736,-2.29,5.618466768410216,10.47053043096223,11.49902366656781,0.0,0.0,0.0,0.0,4.992404732635669,0.0,0.0,16.81406174685104,5.687386274683562,4.736862953800049,17.08645755213783,0.0,21.74029171759062,40.0336764678499,48.53093654769288,11.49902366656781,10.47053043096223,11.37477254936712,11.49902366656781,0.0,0.0,16.74788698495495,40.0336764678499,0.0,47.61,0.0,0.0,0.0,5.41499046939678,18.55332824862272,0.0,48.53093654769288,20.77121159907187,5.856557841500798,0.0,5.01245722401296,0.0,2.382598464830799,15.4867608466667,3.755862605239929,7.227081056343808,0.4090909090909091,2,3,2,0,0,2,3,3,2,0,2,4,5.979800000000006,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,0,2,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11,1.664335664335664,2.589341563786008,0.3802210884353738,0.6402829083318621,33.25,290.26,0.08373443832014982,-0.3304540372829667,0.3304540372829667,1.125,1.833333333333333,15.28234254758229,9.493121969001452,2.529044342094073,-2.560380670350534,2.572702580647616,-2.552272627118884,-0.8778194190700686,2.438290333985432,2.002456526352076,608.9517673974138,-0.8200000000000001,5.867333425954733,4.483030857694624,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.41499046939678,27.68777235394414,4.483030857694624,0.0,0.0,11.33289651555817,71.13195342895072,34.88945568047582,0.0,0.0,0.0,0.0,0.0,11.83581209232279,11.33289651555817,75.98649581171892,0.0,0.0,0.0,0.0,0.0,16.74788698495495,44.21231601223963,11.12690298339399,0.0,67.03706595217888,1.08554007443708,0.0,0.0,0.0,1.462168361165249,7.421275037792895,6.819360932644663,11.09572932066664,0.7391304347826086,0,1,2,0,0,1,0,1,1,0,1,3,5.526500000000006,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
12,3.045685279187818,6.177276680734022,0.3827742009088004,0.4407887670643804,38.0,428.3650000000002,0.1270799582961356,-0.457379228706033,0.457379228706033,0.6,0.9714285714285714,16.4805577520454,9.689090392534677,2.617957681245817,-2.395598108708276,2.665038175552888,-2.395601408631165,0.1421584676853151,3.337073624442143,1.065014883343977,1000.051231656923,-2.16,7.668835906696851,15.37044016181271,11.49902366656781,0.0,0.0,0.0,0.0,0.0,0.0,0.0,23.45845420766305,0.0,4.736862953800049,11.37477254936712,0.0,33.49577396990991,92.15103459399572,48.53093654769288,11.49902366656781,15.37044016181271,11.37477254936712,11.49902366656781,0.0,0.0,33.49577396990991,80.0673529356998,0.0,33.29,0.0,0.0,0.0,33.74364353588304,49.89970228692319,0.0,0.0,100.7069369538493,6.177276680734022,0.0,0.0,7.715112983611153,3.474706105676774,18.17197777277953,8.044148793022343,14.88500483144503,0.625,2,3,4,0,0,2,3,3,4,0,4,6,8.732300000000004,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,2,0,2,4,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13,5.111111111111111,13.40089943619525,-0.2592572515117155,0.6776977998882487,28.89655172413793,356.2990000000001,0.225795262508632,-0.3543358430268191,0.3543358430268191,1.206896551724138,1.931034482758621,16.15072689164189,9.492302048348856,2.543244777485806,-2.542828379897654,2.569898147969309,-2.554090745048503,-0.1385599350871279,2.701059926730339,1.802235408113201,723.4185536351547,-1.35,8.79486192847442,10.21669833485681,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,13.08951281182515,5.41499046939678,4.794537184071822,5.907179729351506,10.21669833485681,11.33289651555817,84.97942782833196,34.88945568047582,0.0,5.316788604006331,0.0,0.0,0.0,16.63034927639461,11.33289651555817,89.83397021110015,0.0,32.34,0.0,4.794537184071822,0.0,11.83581209232279,23.11117609801699,0.0,0.0,69.95822273838537,0.0,0.0,15.77268987001159,3.309675450044317,1.274510359712987,7.158378077700318,5.596823094200439,17.37733775165996,0.7307692307692307,1,3,2,0,0,1,2,3,1,0,1,3,5.278300000000005,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14,7.431818181818182,13.51682914141067,-0.2606744850718061,0.5939755186392852,28.73333333333333,368.3100000000002,0.2259569363411612,-0.349962832555415,0.349962832555415,1.2,1.9,16.1507484075899,9.492297887023657,2.543999050885461,-2.54291084544554,2.570015261509513,-2.56277061799237,-0.9044505924121932,2.724713606545579,1.801665452995888,766.1266129126665,-1.35,8.648957288465539,9.799819461700956,0.0,0.0,5.907179729351506,0.0,0.0,4.794537184071822,0.0,0.0,0.0,38.64168807572427,9.277568041766447,5.907179729351506,5.316788604006331,11.33289651555817,84.97942782833196,34.88945568047582,0.0,5.316788604006331,0.0,0.0,0.0,16.63034927639461,11.33289651555817,89.83397021110015,0.0,29.1,0.0,4.794537184071822,0.0,17.74299182167429,23.11117609801699,0.0,0.0,72.10598499021211,1.017557580719124,0.0,13.51682914141067,3.360925450044317,1.284595734757153,7.171642540510236,5.604839675833092,17.74256671361511,0.7407407407407407,1,3,2,0,0,1,1,3,1,0,1,3,5.422900000000006,0,0,0,0,0,1,0,0,1,1,0,1,0,0,0,1,0,1,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
15,1.0,2.741288643582114,0.5413507055464577,0.379590592721592,43.4,364.3220000000002,0.01539980686982168,-0.3028453536435101,0.3028453536435101,0.6,0.9666666666666667,15.16048911264968,9.685882295475244,2.625182033708714,-2.432559724251623,2.670045717169999,-2.454692882868927,0.05522979123943213,3.208016528781523,1.149013843848673,570.1286302842973,-0.08,7.754063432802967,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08368165829592,0.0,0.0,0.0,9.799819461700956,33.49577396990991,117.8343210856998,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,105.7506394274039,0.0,6.48,0.0,0.0,0.0,21.65996187758712,77.29772904108526,0.0,0.0,65.43758662519906,0.0,0.0,5.482577287164228,0.0,1.922548514309184,1.637538039359065,14.31350014411158,17.9788907594322,1.0,0,2,4,0,0,0,2,2,4,0,4,4,6.840000000000009,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3
16,3.23076923076923,3.96317548707721,0.5359385804633786,0.4050383767947234,44.06896551724138,352.3110000000001,0.01288657023381077,-0.3134072130246038,0.3134072130246038,0.5862068965517241,0.9655172413793104,14.974253646215,9.689291157762858,2.614026571818135,-2.394126746350383,2.658351326545622,-2.443640546595009,0.120594299048093,3.17926985320412,1.046187172493626,531.0868711813785,-0.08,7.803487429104941,10.63357720801266,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08368165829592,0.0,0.0,0.0,10.63357720801266,33.49577396990991,124.2551427086258,0.0,0.0,10.63357720801266,0.0,0.0,0.0,0.0,33.49577396990991,112.1714610503299,0.0,24.06,0.0,0.0,0.0,21.65996187758712,83.71855066401129,0.0,0.0,52.1760004061564,0.0,0.0,0.0,7.92635097415442,1.917438697056978,1.542238153443128,15.59723063456195,17.68937660258408,1.0,2,2,4,0,0,0,2,2,4,0,4,4,6.545700000000007,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
17,28.73563218390805,2.742324258545225,0.5435430340905595,0.3372330308181192,42.38709677419355,376.3330000000002,0.01539980686976935,-0.3028453536690731,0.3028453536690731,0.5806451612903226,0.9354838709677419,15.15980771577602,9.685969793969653,2.625109226977481,-2.431568223025765,2.670023592886438,-2.453482299438783,0.05615714824331806,3.234404287389667,1.109559074819464,584.6482052510061,-0.08,8.296541870609387,9.799819461700956,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12.08368165829592,0.0,0.0,0.0,9.799819461700956,33.49577396990991,124.2551427086258,0.0,0.0,0.0,0.0,0.0,0.0,0.0,33.49577396990991,112.1714610503299,0.0,6.48,0.0,0.0,0.0,21.65996187758712,83.71855066401129,0.0,0.0,65.43758662519906,0.0,0.0,5.48464851709045,0.0,1.925660261817004,1.643070721548424,15.77921250099999,17.9928235764317,1.0,0,2,4,0,0,0,2,2,4,0,4,4,7.230100000000009,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4
18,1.0,12.2152639335055,-3.865746632758041,0.7397026519634935,31.38461538461538,371.736,0.309161950495995,-0.4808212588768724,0.4808212588768724,1.269230769230769,1.923076923076923,35.73294425122507,9.495126721731918,2.550001399687504,-2.533876323922629,2.574995551081646,-2.519773383579202,-0.1569753467380439,2.520549666192786,2.238376265900245,860.8073115971347,-1.07,6.232725078836435,5.106527394840706,0.0,0.0,0.0,9.050820825821477,5.969305287951849,4.794537184071822,0.0,0.0,10.68238925988949,10.31047394491456,18.31886156324147,25.70251537366281,0.0,11.33289651555817,76.02743690446849,28.82308861201421,0.0,0.0,0.0,0.0,10.68238925988949,25.68117010221609,11.33289651555817,75.9864958117189,0.0,71.44,20.43511658317011,18.31886156324147,0.0,6.42082162292601,0.0,6.06636706846161,26.83757866753348,6.923737199690624,24.430527867011,0.0,12.21597381471209,9.882600910760182,-0.7126024257439605,3.732337962962963,3.959056249300131,7.880229859890679,0.65,1,4,2,0,0,1,3,6,1,0,1,3,4.832400000000004,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
19,4.422680412371134,6.320833333333334,0.3003472222222221,0.5620664127719119,60.27272727272727,134.117,0.01618411201662093,-0.3250304809663282,0.3250304809663282,0.8181818181818182,1.181818181818182,14.78866437460914,9.531930652599877,2.481276293938632,-2.547052669565891,2.5391930577737,-2.552993476724806,0.0003654170496190726,1.787472375890056,1.940003547175709,150.0275860977003,-0.04,1.820089738360236,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.538925252383345,0.0,0.0,0.0,0.0,23.48738561564636,44.0638549899394,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,17.75371813848418,38.52492973755606,0.0,26.02,0.0,0.0,0.0,5.538925252383345,38.52492973755606,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.059027777777777,0.0,8.569791666666667,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.9139,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20,0.8061002178649236,6.167037037037037,0.5859259259259259,0.5607454125726653,60.27272727272727,134.117,0.009599060274319763,-0.3271861338567888,0.3271861338567888,0.7272727272727273,1.181818181818182,14.72588303737661,9.542292990918316,2.459637759732241,-2.527790950210241,2.523969453992179,-2.517780153026266,0.0003492943488164301,1.979916849484787,1.907860171488034,147.7115906516312,-0.04,2.007031939630765,5.733667477162185,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,6.041840829147961,0.0,0.0,0.0,0.0,29.40529166180775,38.14594894377801,0.0,0.0,5.733667477162185,0.0,0.0,0.0,0.0,23.67162418464557,32.10410811463005,0.0,26.02,0.0,0.0,0.0,6.041840829147961,25.68328649170404,6.42082162292601,0.0,0.0,0.0,0.0,0.0,0.0,4.006574074074074,0.5859259259259259,7.40712962962963,0.0,1.0,2,1,4,0,0,0,1,1,4,0,4,4,1.7698,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21,10.52380952380952,11.14898974867725,-0.6147505668934241,0.7721078355544777,47.81818181818182,270.226,0.07822806225715294,-0.3885191219767066,0.3885191219767066,1.090909090909091,1.636363636363636,16.28496494341424,9.526279335509718,2.51632375110316,-2.575303575531223,2.554856984658141,-2.615530012450852,-0.06196618349311333,2.756750716908739,1.438857067604369,440.8147036372112,-0.34,4.830171994844535,10.42331599884704,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,18.00158770445731,5.601050810983688,5.106527394840706,0.0,5.316788604006331,29.08661465404235,76.85693902292098,12.15204021366776,0.0,5.316788604006331,0.0,0.0,0.0,0.0,29.08661465404235,65.71696295955395,0.0,32.26,5.601050810983688,5.106527394840706,0.0,11.45683129854474,38.52492973755606,0.0,0.0,38.24004041674597,0.0,0.0,0.0,15.05343419312169,3.232661131582262,0.0,14.09537572436382,7.342836750440918,0.9,2,2,5,0,0,0,2,2,4,0,4,5,3.898100000000003,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22,17.12328767123288,11.07419784580499,-0.7280542564247925,0.8965733964405183,34.96,320.215,0.2027772128106947,-0.4927029063230549,0.4927029063230549,1.08,1.72,16.53184809516055,9.683357218258113,2.475071666121743,-2.492631356502737,2.493017186107446,-2.510467624366919,-0.1973857771939412,2.58604410649069,1.932394158044765,587.0992305483034,-1.46,7.040798070949275,24.0539792100409,0.0,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,12.3387276690874,39.1383762103129,24.0539792100409,0.0,0.0,11.83581209232279,57.33974447756557,17.69618562862022,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,4.736862953800049,11.83581209232279,51.19817877053057,0.0,57.15000000000001,5.601050810983688,5.106527394840706,0.0,29.58726316893912,0.0,21.3293926238326,19.05647133661384,6.923737199690624,22.76992102957268,0.0,0.0,11.07419784580499,2.635806416957661,3.850558862433862,3.672272073748895,4.213794831778237,0.7,1,5,1,1,0,1,5,5,1,1,2,3,3.729600000000003,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
23,2.423052959501558,11.0516052532124,-0.9522209230914584,0.8000354586064138,33.88461538461539,336.2140000000001,0.2027772128110117,-0.4927029063228963,0.4927029063228963,1.115384615384615,1.730769230769231,16.53349230059169,9.7023234083906,2.494559191964242,-2.490395588443562,2.483712141483995,-2.545342173825653,-0.2061256023715621,2.623591923271753,1.985422777244497,670.536976168546,-1.76,7.098878537917622,29.16050660488161,6.103966387748303,11.49902366656781,5.749511833283905,0.0,0.0,0.0,0.0,0.0,12.3387276690874,39.1383762103129,29.16050660488161,0.0,0.0,5.917906046161393,50.60206761946186,29.34531026552336,17.24853549985172,14.21058886140015,0.0,17.24853549985172,0.0,4.736862953800049,5.917906046161393,38.35653552467856,0.0,77.38000000000001,17.8089835864803,10.21305478968141,0.0,30.09017874570373,0.0,21.3293926238326,32.05622864313835,0.0,22.486197748785,0.0,0.0,21.63130289617122,1.43994000377929,3.667322373393802,1.552472134680827,3.709720757704163,0.6,2,6,1,1,0,1,6,6,0,1,1,3,2.620500000000001,0,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,1,0,4,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0
